Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
1	1	Middle frontal gyrus lateral LH	ContA	ContB	0.487993454017559	0.20997956098667026	0.07420099987881228
2	2	Middle frontal gyrus anterior	SalVentAttnA	SalVentAttnB	0.19661199460737636	0.11734940028373388	0.013327522847521502
3	2	Middle frontal gyrus anterior	SalVentAttnA	SalVentAttnB	0.28683312971664926	0.14837433380246356	0.02296624672396246
4	3	Superior occipital gyrus	VisCent	VisCent	0.21634555882547013	0.14941821773002648	0.02932893145578449
5	3	Superior occipital gyrus	VisCent	VisCent	0.22957908984470243	0.1039498596981793	0.03562818992807653
6	4	Frontal pole lateral RH	ContA	ContB	0.4798162798545563	0.12991189888124027	0.06719928646265147
7	5	Superior precentral and postcentral sulci anterior	SomMotA	SomMotA	0.08872996219067854	0.06309631365809544	0.028355005094679055
8	5	Superior precentral and postcentral sulci anterior	SomMotA	SomMotA	0.11539516557594391	0.13475851877274486	0.023709558572075462
9	6	Posterior cingulate cortex antero-inferior	ContA	ContC	0.48691422143479374	0.2180451802997524	0.06413764556254843
10	7	Intraparietal sulcus posterior LH	ContA	ContA	0.47766823849916007	0.27617050840789276	0.10577948685805494
11	8	Parieto-occipital sulcus central	VisCent	VisPeri	0.5889480503533766	0.16604787117173037	0.09905658923469766
12	9	Superior frontal sulcus	DefaultB	DefaultA	0.1648478792522707	0.06941894362015857	0.017619725898168227
13	9	Superior frontal sulcus	DefaultB	DefaultA	0.3962333556601559	0.17135761039373626	0.05156741869650948
14	10	Ventromedial prefrontal cortex	DefaultB	DefaultA	0.5688523022308816	0.19858561922555915	0.07429364383878334
15	11	Cerebellum Crus I posterior	No network found	No network found	0.6466086778702105	0.03763809920940126	0.1287475237448775
16	12	Lingual gyrus posterior	VisCent	VisPeri	0.498565848258804	0.25577337491880703	0.03323209335679432
17	13	Lateral occipital cortex superior	VisCent	DorsAttnA	0.1371044967917116	0.043980448350257974	0.02350320049109798
18	13	Lateral occipital cortex superior	VisCent	DorsAttnA	0.3538381483118588	0.2013720947461373	0.03005711126757887
19	14	Lateral frontal pole	ContA	ContB	0.3553709481170582	0.14454825307968822	0.04323545262877064
20	14	Lateral frontal pole	ContA	ContB	0.22578939849787724	0.07482302506778515	0.03006026299199317
21	15	Precentral gyrus inferior	SomMotA	SomMotB	0.24185108156544313	0.10260508968498834	0.035233229250707536
22	15	Precentral gyrus inferior	SomMotA	SomMotB	0.2602932004610782	0.09845734337048649	0.04493497877184798
23	16	Precuneus superior	DorsAttnB	DorsAttnB	0.4637258859214066	0.047040837629887686	0.22276428551733224
24	17	Parieto-occipital sulcus postero-superior	VisCent	VisPeri	0.17914717580872236	0.1461972565856673	0.033079927428685076
25	17	Parieto-occipital sulcus postero-superior	VisCent	VisPeri	0.26962494343943466	0.17368949731151198	0.06033923183544614
26	18	Postcentral gyrus RH	SomMotA	SomMotA	0.3535138419695546	0.2642713870609251	0.08273607122335223
27	19	Cingulate cortex mid-anterior	SalVentAttnA	SalVentAttnB	0.6690675627786545	0.08236663881053041	0.1371318504609144
28	20	Cerebrospinal fluid (superior of Central sulcus)	SomMotA	SomMotA	0.1134677643903933	0.025199768904532124	0.04703767496993398
29	20	Cerebrospinal fluid (superior of Central sulcus)	SomMotA	SomMotA	0.19874356204074553	0.05271576708754697	0.0756208291187626
30	21	Angular gyrus superior RH	ContA	ContB	0.45268455027535853	0.2460025060184938	0.054552532369237204
31	22	Cerebellum Crus I anterior	No network found	No network found	0.4010951542502893	0.07265157735652056	0.014631942286657032
32	22	Cerebellum Crus I anterior	No network found	No network found	0.16463496594148072	0.03216220639741839	0.005877681771695172
33	23	Superior temporal gyrus middle	SomMotA	SomMotB	0.29592554852598146	0.0467114763265151	0.06353358758355021
34	23	Superior temporal gyrus middle	SomMotA	SomMotB	0.3351529392425994	0.02695175830281367	0.08639230405361097
35	24	Angular gyrus posterior	DefaultB	DefaultC	0.18143949132364534	0.04949157316381391	0.04037826108799136
36	24	Angular gyrus posterior	DefaultB	DefaultC	0.3959629234109725	0.11387543193900905	0.04410008861709709
37	25	Lateral occipital cortex inferior	VisCent	DorsAttnA	0.24564616385388754	0.09937632374567103	0.028124043004923497
38	25	Lateral occipital cortex inferior	VisCent	DorsAttnA	0.3320911467105571	0.13895811741830744	0.02652519230707959
39	26	Middle temporal gyrus RH	DefaultB	DefaultB	0.040875785084865696	0.0055954391513884875	0.004047116511986055
40	26	Middle temporal gyrus RH	DefaultB	DefaultB	0.5813392507176216	0.186529351835921	0.05878438024885044
41	27	Cerebellum VI anterior	No network found	No network found	0.5177336632487447	0.2731986308829686	0.005460287263289433
42	28	Cerebellum VI superior	VisCent	VisCent	0.39390807681963047	0.009064068687284078	0.09174796358233689
43	28	Cerebellum VI superior	VisCent	VisCent	0.3400446000386544	0.008382514096960008	0.09065880891529172
44	29	Angular gyrus anterior RH	ContA	SalVentAttnB	0.0231648093657705	0.008018793206252763	0.002170500267593746
45	29	Angular gyrus anterior RH	ContA	SalVentAttnB	0.5020913116950517	0.25738255609452465	0.05850059863264651
46	30	Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)	DefaultB	DefaultB	0.3310691399862816	0.008201265594881952	0.1036649366784475
47	31	Parahippocampal gyrus	VisCent	DefaultC	0.39627323133705045	0.06811508900423933	0.034403156642050826
48	31	Parahippocampal gyrus	VisCent	DefaultC	0.34076696128621686	0.05527884836599718	0.029054747931382293
49	32	Inferior frontal gyrus anterior LH	ContA	ContA	0.5445960817681198	0.17929239481155576	0.06824693676986068
50	33	Posterior cingulate cortex	DefaultB	DefaultA	0.025891855969750046	0.009919627069322775	0.0030932832759635103
51	33	Posterior cingulate cortex	DefaultB	DefaultA	0.5926105860092739	0.16890807170360245	0.09552919030500429
52	34	Occipitotemporal gyrus posterior	DorsAttnB	DorsAttnA	0.34847036371421086	0.04018612294991544	0.053369785063722024
53	34	Occipitotemporal gyrus posterior	DorsAttnB	DorsAttnA	0.3132788162282777	0.04424592545632025	0.03903883472314196
54	35	Dorsomedial prefrontal cortex antero-superior	DefaultB	DefaultA	0.5910053036700395	0.1324389744659578	0.15307739481475155
55	36	Superior frontal gyrus posterior	DorsAttnB	ContA	0.15005165741207357	0.04304306563245994	0.036625169718562396
56	36	Superior frontal gyrus posterior	DorsAttnB	ContA	0.30785657645722647	0.12408661513992204	0.05705995651047583
57	37	Supramarginal gyrus LH	SalVentAttnA	SalVentAttnA	0.010581435186431483	0.001448464983751165	0.0009562247204283948
58	37	Supramarginal gyrus LH	SalVentAttnA	SalVentAttnA	0.5234582767541099	0.1747937340598397	0.07575494918720055
59	38	Superior precentral and postcentral sulci posterior	SomMotA	SomMotA	0.1678304510791254	0.12250335543610358	0.05721509720205823
60	38	Superior precentral and postcentral sulci posterior	SomMotA	SomMotA	0.20202542764649403	0.09935275926640143	0.08526435694842524
61	39	Cerebrospinal fluid (between occipital pole and cerebellum)	VisCent	VisCent	0.3019512286566572	0.05835143745188631	0.08089121257789288
62	39	Cerebrospinal fluid (between occipital pole and cerebellum)	VisCent	VisCent	0.23813279027285839	0.0881025804391089	0.02725725934499103
63	40	Paracingulate gyrus middle	ContA	ContB	0.5721225648467707	0.07971613178161453	0.18222778288282324
64	41	Fusiform gyrus anterior	VisCent	VisPeri	0.26171366593943896	0.07938216115745708	0.016386464745476736
65	41	Fusiform gyrus anterior	VisCent	VisPeri	0.33840036803656415	0.09859248391716881	0.023348264153192435
66	42	Middle temporal gyrus LH	DefaultB	DefaultB	0.4719018404845274	0.2012278462951714	0.028444675654631497
67	42	Middle temporal gyrus LH	DefaultB	DefaultB	0.05882590061524128	0.007891215238772379	0.006873088737005595
68	43	Postcentral gyrus superior LH	SomMotA	SomMotA	0.32729689213119634	0.33494230413563303	0.06637789203938273
69	44	Angular gyrus superior	DefaultB	ContB	0.4492466758292251	0.13760618340239686	0.07831982685011334
70	44	Angular gyrus superior	DefaultB	ContB	0.00932278601517504	0.0004669858491807098	0.002876558927858339
71	45	Calcarine sulcus anterior	VisCent	VisPeri	0.23575301313093622	0.11128588700564297	0.026851355735242922
72	45	Calcarine sulcus anterior	VisCent	VisPeri	0.28609534106462026	0.10320039579842859	0.03561243329106552
73	46	Intraparietal sulcus RH	DorsAttnB	ContA	0.46380321106733763	0.29989177576624265	0.07993099709430827
74	47	Inferior occipital sulcus	VisCent	VisCent	0.23115969442085468	0.1846893024201547	0.010408608371439176
75	47	Inferior occipital sulcus	VisCent	VisCent	0.18274441564643507	0.17287477801056028	0.007888397089973
76	48	Postcentral sulcus inferior LH	DorsAttnB	DorsAttnB	0.4556983775536768	0.25857635906822296	0.05138230487758187
77	48	Postcentral sulcus inferior LH	DorsAttnB	DorsAttnB	0.023908673699051797	0.008315096405393326	0.0038639069172208204
78	49	Insula center and lateral fissure	SalVentAttnA	SalVentAttnA	0.4839869118475429	0.12453034037195879	0.0356800377270852
79	49	Insula center and lateral fissure	SalVentAttnA	SalVentAttnA	0.13038677293035464	0.02658393848758225	0.009006228568181347
80	50	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.17612756145659034	0.12262115569249257	0.037982723483583586
81	50	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.24319554082501615	0.20522493198661085	0.0511058888155227
82	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.0984013633268313	0.012139995511134679	0.03572094487880604
83	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.27223904464603327	0.022648002508713842	0.08000106805992029
84	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.07494157446002304	0.008141699533361777	0.028590473091904604
85	52	Posterior cingulate cortex inferior	DefaultB	DefaultA	0.5412589170216545	0.10073417360109393	0.0951547616088575
86	53	Inferior frontal sulcus RH	ContA	ContA	0.3282311441698182	0.11117038414935249	0.039092959746181044
87	53	Inferior frontal sulcus RH	ContA	ContA	0.24808956567688997	0.07102739815030168	0.04174332789423823
88	54	Planum temporale LH	SomMotA	SomMotB	0.5516311619344495	0.19508757364093832	0.09229501565909648
89	55	Cerebellum superior posterior fissure	No network found	No network found	0.637066023845673	0.12495879901010808	0.040861593381168286
90	56	Intraparietal sulcus anterior LH	ContA	ContA	0.5111238410761141	0.29894482049152	0.08421968486573349
91	57	Hippocampal fissure	No network found	DefaultC	0.2302698680189225	0.050629776445373705	0.06584980331635831
92	57	Hippocampal fissure	No network found	DefaultC	0.18088123463684416	0.06133290300997139	0.06530176667272491
93	57	Hippocampal fissure	No network found	DefaultC	0.0989521169720697	0.017984784060545562	0.02010506936896514
94	58	Dorsomedial prefrontal cortex anteromedial	DefaultB	DefaultB	0.5992335174224109	0.1148168379875567	0.1782755195541435
95	59	Callosomarginal sulcus inferior	SomMotA	SomMotA	0.5555942587524935	0.0970209498305066	0.18823587173573164
96	60	Paracentral lobule	SomMotA	SomMotA	0.4601815830612175	0.16081804801291044	0.20080525476273972
97	61	Parieto-occipital sulcus anterior	DefaultB	DefaultC	0.3527233668624917	0.046077270493397576	0.04970462107914605
98	61	Parieto-occipital sulcus anterior	DefaultB	DefaultC	0.2227008285550049	0.0967517159828648	0.010337087460366382
99	62	Central sulcus	SomMotA	SomMotB	0.25001836238547065	0.1980516569699428	0.02935144279911971
100	62	Central sulcus	SomMotA	SomMotB	0.23123461177627305	0.1564044235689434	0.02681794703181039
101	63	Posterior cingulate cortex superior	DefaultB	ContC	0.6746593617463914	0.15487909128716276	0.09398416038376477
102	64	Lateral fissure anterior	SalVentAttnA	SalVentAttnA	0.2588182447505863	0.006889140819268533	0.08581815189195391
103	64	Lateral fissure anterior	SalVentAttnA	SalVentAttnA	0.24017114354650573	0.0036180700378110253	0.10354384521093479
104	65	Inferior temporal gyrus posterior	DorsAttnB	DorsAttnA	0.4030945808879066	0.16569118293851373	0.023356256369219317
105	65	Inferior temporal gyrus posterior	DorsAttnB	DorsAttnA	0.12752355712552635	0.047066163666704124	0.006151677547836475
106	66	Cerebrospinal fluid (between Parieto-occipital sulcus and skull)	DorsAttnB	ContC	0.4169202622598822	0.06670586592975179	0.17158466257777766
107	67	Insula antero-superior	SalVentAttnA	SalVentAttnB	0.13851955319448617	0.024213136679131164	0.01113088992113634
108	67	Insula antero-superior	SalVentAttnA	SalVentAttnB	0.5496219768614514	0.13250440358886334	0.06141236806347564
109	68	Planum temporale RH	SomMotA	SomMotB	0.053414960553706536	0.07659615849942382	0.0015447132943332725
110	68	Planum temporale RH	SomMotA	SomMotB	0.5009473555188337	0.1192898880078031	0.07991551625627573
111	69	Anterior cingulate cortex	DefaultB	DefaultA	0.6355900450054351	0.08411107212825492	0.1101447730841618
112	70	Cerebrospinal fluid (between central sulcus and skull)	SomMotA	SomMotA	0.33359063458636173	0.10614134254172856	0.12057502096258818
113	71	Thalamus	No network found	No network found	0.5815653583761379	0.3156526643292086	0.013616377221124448
114	72	Calcarine cortex posterior	VisCent	VisPeri	0.46086577997257405	0.1930603961856763	0.07888825743009432
115	73	Superior occipital sulcus	DorsAttnB	DorsAttnA	0.33109249443960187	0.19776382590415453	0.05004132108596191
116	73	Superior occipital sulcus	DorsAttnB	DorsAttnA	0.16408456475560812	0.11425705072872425	0.022989403110358908
117	74	Postcentral sulcus superior	SomMotA	DorsAttnB	0.3812121252160906	0.15380021698133758	0.12405102731388133
118	74	Postcentral sulcus superior	SomMotA	DorsAttnB	0.023853983648849872	0.04467525491440493	0.001396005786276825
119	75	Cuneus	VisCent	VisPeri	0.425385926415192	0.3004734755650117	0.06659430776482075
120	76	Precentral sulcus inferior LH	DorsAttnB	ContA	0.47421721049398424	0.16774642823466118	0.06556202407661865
121	77	Superior parietal sulcus	DorsAttnB	DorsAttnA	0.19986799006022954	0.1624855622017432	0.04956209437520764
122	77	Superior parietal sulcus	DorsAttnB	DorsAttnA	0.15159760092449384	0.11169406317373601	0.0367023579689252
123	78	Cuneus superior	VisCent	VisPeri	0.400330247932345	0.18410400544161548	0.08772371505287788
124	79	Pars triangularis	DefaultB	DefaultB	0.3575230458254028	0.06854308379120078	0.0949060645040328
125	79	Pars triangularis	DefaultB	DefaultB	0.18685374006204752	0.05577939884373898	0.028433899441066345
126	80	Superior temporal sulcus LH	DefaultB	TempPar	0.5718169081937087	0.0974355111379316	0.06566470724927018
127	80	Superior temporal sulcus LH	DefaultB	TempPar	0.06937930993407418	0.011594207342721442	0.005676288243371183
128	81	Intraparietal sulcus anterior RH	ContA	ContB	0.5069796638665555	0.24604599101709695	0.09465811068768751
129	82	Cerebellum IV and V	No network found	No network found	0.7061377375655279	0.02743934701416899	0.11702012421460602
130	83	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.2999179051266548	0.15050086753068487	0.0347532816292126
131	83	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.24877303491542263	0.09860944203439025	0.031945685339945976
132	84	Precentral gyrus superior	SomMotA	SomMotB	0.22034335078132292	0.12943258555368378	0.04859711733135379
133	84	Precentral gyrus superior	SomMotA	SomMotB	0.26619998063790934	0.16992763861000051	0.04069507747414808
134	85	Calcarine cortex anterior	VisCent	VisPeri	0.6278598130445295	0.21215456488393483	0.09588459349208986
135	86	Cerebrospinal fluid (between parietal lobe and skull)	DorsAttnB	DorsAttnA	0.18119771834758602	0.03780056074894732	0.06257514085590592
136	86	Cerebrospinal fluid (between parietal lobe and skull)	DorsAttnB	DorsAttnA	0.22925915587740167	0.05132260954269835	0.07627104519880178
137	87	Internal capsule	No network found	No network found	0.046865167503033864	0.22947740296038827	0.022743743753899915
138	87	Internal capsule	No network found	No network found	0.07116149423484143	0.3213812014671424	0.04598271097067236
139	88	Lunate sulcus	VisCent	VisCent	0.21914087919154812	0.17920103201417156	0.017123045600072658
140	88	Lunate sulcus	VisCent	VisCent	0.18038571322679212	0.15602677715528548	0.011914658836268091
141	89	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.19870174618814032	0.14960489192086454	0.04544092961522013
142	89	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.19907450416743733	0.1362403774059736	0.04958196146397449
143	90	Superior frontal sulcus anterior	DefaultB	DefaultB	0.2736961983905427	0.12907776892142767	0.026521023881477677
144	90	Superior frontal sulcus anterior	DefaultB	DefaultB	0.23019796491435152	0.10250046637850471	0.02252648213224186
145	91	Lingual gyrus	VisCent	VisPeri	0.5083871992302864	0.04668807968023508	0.16831278883422207
146	92	Precuneus anterior	DorsAttnB	ContC	0.5193559586933074	0.14032282404432436	0.13804860467511065
147	93	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	SalVentAttnB	0.271309563958858	0.029354880792002394	0.055218435907903915
148	93	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	SalVentAttnB	0.1787382249883383	0.011338710506700808	0.043529169487550395
149	94	Caudate	No network found	No network found	0.5276410643383952	0.20779363227426603	0.09731534192773755
150	95	Retrosplenial cortex	No network found	DefaultC	0.29838748316031555	0.04139764353619629	0.5316694541707834
151	96	Cerebellum Crus II	No network found	No network found	0.2804836271640217	0.03971525000455036	0.019055414556216895
152	96	Cerebellum Crus II	No network found	No network found	0.3525497468675167	0.05473440545970088	0.02206757671424283
153	97	Thalamus and globus pallidus	No network found	No network found	0.3811864540730496	0.33797178628040125	0.004397204257659875
154	98	Putamen anterior	No network found	No network found	0.2589802024900196	0.10766183956853716	0.0015287105129012863
155	98	Putamen anterior	No network found	No network found	0.26354196187016005	0.13478311791861075	0.0010766472416850255
156	99	Planum porale	SalVentAttnA	SomMotB	0.25116874200422806	0.0363949247431515	0.08688664260704951
157	99	Planum porale	SalVentAttnA	SomMotB	0.2792443360154666	0.010899933595307928	0.11487124416751962
158	100	Subcallosal cortex	No network found	No network found	0.5374875558827931	0.15339944580824807	0.09232296596940379
159	101	Superior frontal sulcus anterior LH	DefaultB	DefaultB	0.49788328447146957	0.09753354662051426	0.09868539349572751
160	102	Paracingulate gyrus postero-inferior	SomMotA	SomMotA	0.5790232941538389	0.12178633946859348	0.144792774008009
161	103	Occipital pole superior	VisCent	VisCent	0.2296201903995889	0.14109894733689968	0.060750770897933334
162	103	Occipital pole superior	VisCent	VisCent	0.234181943642838	0.20144814354722354	0.024894116679463413
163	104	Inferior frontal sulcus posterior RH	ContA	ContA	0.5217338669794729	0.1705570087582196	0.08391611899289149
164	105	Cingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.14343291270233083	0.0714469508482428	0.009003842329847632
165	105	Cingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.2997487587054284	0.08369035883673011	0.03509499585832999
166	105	Cingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.16580443369428477	0.04793900746499825	0.012956189881822209
167	106	Middle frontal gyrus RH	ContA	ContB	0.45310538664800565	0.06536167240007254	0.10742208066709011
168	107	Insula anterior	SalVentAttnA	SalVentAttnB	0.4052285348954489	0.07213277461621287	0.0429066596429533
169	107	Insula anterior	SalVentAttnA	SalVentAttnB	0.21072909258373726	0.033021295459332356	0.02572523081395729
170	108	Inferior occipital gyrus	VisCent	VisCent	0.2363229688245231	0.05032726465590317	0.036389433022869684
171	108	Inferior occipital gyrus	VisCent	VisCent	0.3717697729172919	0.12292195971361156	0.03588287911387844
172	109	Central operculum cortex	SomMotA	SomMotB	0.198241632570538	0.015770623729670884	0.039882882267878894
173	109	Central operculum cortex	SomMotA	SomMotB	0.48048455171642623	0.07363277184837623	0.07442449006756652
174	110	Angular gyrus inferior	DefaultB	DefaultA	0.45718344518627557	0.14562478223984138	0.05235597217368987
175	110	Angular gyrus inferior	DefaultB	DefaultA	0.022060566613416006	0.008110470880896939	0.001502948240014999
176	111	Intracalcarine cortex	VisCent	VisPeri	0.532395267595591	0.3118559253171124	0.07813424952728695
177	112	Postcentral sulcus RH	DorsAttnB	DorsAttnB	0.49261682109559146	0.21901760291851688	0.09464388235435019
178	113	Cerebellum VI	No network found	No network found	0.3857501418702879	0.018970040867147993	0.021117667149965165
179	113	Cerebellum VI	No network found	No network found	0.4003254880750075	0.02071410236117438	0.017597160960578884
180	114	Supramarginal gyrus anterior RH	SalVentAttnA	SalVentAttnA	0.46593714477678533	0.19597827338579293	0.05799183628152362
181	115	Cerebellum IV and middle cerebellar peduncle	No network found	No network found	0.5710461889014459	0.22271851721172475	0.02993905353329219
182	116	Occipital pole inferior	VisCent	VisCent	0.25064537260927633	0.15521737150665865	0.040530634464961246
183	116	Occipital pole inferior	VisCent	VisCent	0.19190683975398432	0.16416448003632175	0.011742306400018821
184	117	Ventromedial prefrontal cortex anterior	DefaultB	DefaultA	0.4992187221795713	0.10902991436974926	0.15720716511848773
185	118	Parieto-occipital sulcus antero-superior	ContA	ContC	0.2871319697791222	0.06973688964357246	0.06657020605161695
186	118	Parieto-occipital sulcus antero-superior	ContA	ContC	0.2405502166970648	0.16115769068916677	0.035152156776059915
187	119	Paracingulate gyrus postero-superior	SalVentAttnA	SalVentAttnA	0.49471269254707334	0.09628392197828202	0.18239947753810437
188	120	Fusiform gyrus	VisCent	VisCent	0.28426642939524094	0.06507786914933189	0.029244914781320266
189	120	Fusiform gyrus	VisCent	VisCent	0.3810931026159806	0.09531032018692376	0.03804030586368302
190	121	Precuneus posterior	ContA	ContC	0.5914211427333459	0.15737110405418714	0.15506664158995428
191	122	Angular gyrus LH	SalVentAttnA	TempPar	0.5806360771941965	0.17481886978658515	0.06506315311742183
192	123	Inferior frontal sulcus LH	ContA	ContA	0.49072946795902295	0.17933492770401638	0.07388596800889373
193	124	Putamen posterior	No network found	No network found	0.20036094000155774	0.2427658108445724	3.796749536335645e-05
194	124	Putamen posterior	No network found	No network found	0.22873226535872	0.2247678421752618	9.599682729423838e-05
195	125	Postcentral gyrus middle	DorsAttnB	DorsAttnB	0.16700624677224088	0.020616792533221927	0.07626462888665023
196	125	Postcentral gyrus middle	DorsAttnB	DorsAttnB	0.17711673103047235	0.04653515396233482	0.0892110679692696
197	126	Superior temporal sulcus posterior RH	DefaultB	TempPar	0.5976655259642132	0.17459102831612522	0.052987567787970154
198	127	Lateral ventricles superior	No network found	No network found	0.23657497684513343	0.11206213113567694	0.1174027404061171
199	127	Lateral ventricles superior	No network found	No network found	0.21846796680363348	0.0962597733586974	0.11543773507331749
200	128	Angular gyrus RH	DorsAttnB	TempPar	0.5722969180008868	0.2533046193789163	0.05078933415264848